/* Names data file for localisation
 * The id's should be less than 20 chars 
 *
 * Text like this "*text*" is not final and should not be translated.
 */ 

/*
 * VEHICLES
 */

/* FINAL VEHICLES */
ZNULLDESIGN				_("New Design")
R-Defense-Empl3-PlasmiteFlamerMed		_("Medium Plasmite Flamer Emplacement")
R-Defense-Empl3-PlasmiteFlamerHvy		_("Heavy Plasmite Flamer Emplacement")

R-Defense-Empl-Laser-AA				_("Stormbringer AA Site")
R-Defense-Empl3-Laser-AA2			_("Tempest AA Site")

R-Defense-Empl-MG-AALgt				_("Tornado AA Site")
R-Defense-Empl-MG-AA				_("Hurricane AA Site")
R-Defense-Empl2-MG-AA2Lgt			_("Cyclone AA Site")
R-Defense-Empl2-MG-AA2				_("Whirlwind AA Site")
R-Defense-Empl3-Railgun-GattlingAALgt	_("Dust Devil AA Site")
R-Defense-Empl3-Railgun-GattlingAA		_("Sandstorm AA Site")
R-Defense-Empl4-Railgun-GattlingAA		_("Sandstorm AA Site")

R-Defense-Empl3-Railgun-Flak			_("Gauss Flak Cannon Emplacement")

R-Defense-Empl-Rocket-MRL			_("Mini-Rocket Battery")
R-Defense-Empl-Rocket-MRLHvy			_("Heavy Mini-Rocket Battery")
R-Defense-Empl2-Rocket-TopAttack		_("Rocket Assault Battery")
R-Defense-Empl2-Rocket-TopAttackHvy		_("Heavy Rocket Assault Battery")
R-Defense-Empl3-Rocket-Seraph			_("Seraph Missile Battery")
R-Defense-Empl3-Rocket-SeraphHvy		_("Heavy Seraph Missile Battery")
R-Defense-Empl2-Rocket-TopAtkInc		_("Incendiary Rocket Battery")
R-Defense-Empl2-Rocket-TopAtkIncHvy		_("Heavy Incendiary Rocket Battery")
R-Defense-Empl3-Rocket-TopAtkPlas		_("Ifrit Missile Battery")
R-Defense-Empl3-Rocket-TopAtkPlasHvy	_("Heavy Ifrit Missile Battery")
R-Defense-Empl2-Rocket-Ripple			_("Ripple Rocket Battery")
R-Defense-Empl3-Rocket-Archangel		_("Archangel Missile Battery")
R-Defense-Empl-Rocket-Sunburst		_("Sunburst AA Battery")
R-Defense-Empl3-Rocket-Cherub			_("Cherub AA Battery")
R-Defense-Empl2-Rocket-SAM			_("Solar Flare SAM Site")
R-Defense-Empl2-Rocket-SAMHvy			_("Sunstorm SAM Site")
R-Defense-Empl3-Rocket-SAM2			_("Avenger SAM Site")
R-Defense-Empl3-Rocket-SAM2Hvy		_("Vindicator SAM Site")
R-Defense-Empl4-Rocket-LasProp-AT		_("Ballista Artillery Site")
R-Defense-Empl4-Rocket-LasProp-AP		_("Apollo Artillery Site")
R-Defense-Empl4-Rocket-LasProp-Plas		_("Sunrider Artillery Site")

R-Defense-Empl3-TBM-FuelAir			_("Harbinger TBM Site")
R-Defense-Empl3-TBM-Earthquake		_("Hellshaker TBM Site")
R-Defense-Empl3-TBM-Plasmite			_("Armageddon TBM Site")
R-Defense-Empl3-TBM-Precision			_("Oblivion TBM Site")

R-Defense-Tower-Cannon-Lgt			_("Light Cannon Tower")
R-Defense-Tower-Cannon-Med			_("Medium Cannon Tower")
R-Defense-Tower-Cannon-Aslt			_("Assault Cannon Tower")
R-Defense-Tower2-Cannon-HPVLgt		_("Light HPV Cannon Tower")
R-Defense-Tower2-Cannon-HPVMed		_("Medium HPV Cannon Tower")
R-Defense-Tower2-Cannon-HPVAslt		_("HPV Assault Cannon Tower")
R-Defense-Tower2-Cannon-Shotgun		_("Blunderbuss Tower")

R-Defense-Tower2-EMP-Cannon			_("EMP Cannon Tower")

R-Defense-Tower2-Laser-AP1			_("Light Laser Tower")
R-Defense-Tower2-Laser-AT1			_("Laser Cannon Tower")
R-Defense-Tower3-Laser-AP3			_("Flashlight Laser Tower")
R-Defense-Tower3-Laser-AT3			_("Pulse Laser Cannon Tower")

R-Defense-Tower-MG1				_("Machinegun Guard Tower")
R-Defense-Tower-MG2				_("Twin Machinegun Tower")
R-Defense-Tower-MG3				_("Heavy Machinegun Tower")
R-Defense-Tower-MG3Twin				_("Twin Heavy MG Tower")
R-Defense-Tower2-MG4				_("Assault Gun Tower")
R-Defense-Tower2-MG5				_("Twin Assault Gun Tower")
R-Defense-Tower-MG-AntiTank			_("Vulcan Gattling Gun Tower")
R-Defense-Tower2-MG-AntiTank2			_("Punisher Gattling Gun Tower")
R-Defense-Tower-MG3Inc				_("Incendiary MG Tower")
R-Defense-Tower3-MG4Inc				_("Hellspitter MG Tower")
R-Defense-Tower3-Railgun-Gattling		_("Leadsprayer Gauss MG Tower")
R-Defense-Tower3-Railgun-GattlingInc	_("Hellsprayer Gauss MG Tower")
R-Defense-Tower3-Railgun-GattlingTwin	_("Twin Leadsprayer Tower")
R-Defense-Tower3-Railgun-GattlingIncTwin	_("Twin Hellsprayer Tower")
R-Defense-Tower3-MG-AntiTankGss		_("Hellfury Gauss Minigun Tower")
R-Defense-Tower4-Railgun-Gattling		_("Leadsprayer Tower")
R-Defense-Tower4-Railgun-GattlingInc	_("Hellsprayer Tower")

R-Defense-Tower3-Railgun-Lgt			_("Needlegun Tower")
R-Defense-Tower3-Railgun-Med			_("Railgun Tower")
R-Defense-Tower3-Railgun-Aslt			_("Assault Needlegun Tower")
R-Defense-Tower3-Railgun-Shotgun		_("Scattershot Tower")

R-Defense-Tower-Rocket-AT			_("Lancer Tower")
R-Defense-Tower2-Rocket-AT2			_("Tank Killer Tower")
R-Defense-Tower3-Rocket-AT3			_("Scourge Missile Tower")
R-Defense-Tower-Rocket-Pod			_("Minipod Tower")
R-Defense-Tower2-Rocket-Pod2			_("Assault Pod Tower")
R-Defense-Tower3-Rocket-Pod3			_("Erinyes Missile Tower")

R-Defense-Tower3-SpyTurretNEXUS		_("NEXUS Link Tower")

R-Defense-WallTower-Cannon-Lgt		_("Light Cannon Hardpoint")
R-Defense-WallTower-Cannon-Med		_("Medium Cannon Hardpoint")
R-Defense-WallTower-Cannon-Hvy		_("Heavy Cannon Hardpoint")
R-Defense-WallTower-Cannon-Aslt		_("Assault Cannon Hardpoint")
R-Defense-WallTower-Cannon-TwinAslt		_("Twin Assault Cannon Hardpoint")
R-Defense-WallTower2-Cannon-HPVLgt		_("Light HPV Cannon Hardpoint")
R-Defense-WallTower2-Cannon-HPVMed		_("Medium HPV Cannon Hardpoint")
R-Defense-WallTower2-Cannon-HPVHvy		_("Heavy HPV Cannon Hardpoint")
R-Defense-WallTower2-Cannon-HPVAslt		_("HPV Assault Cannon Hardpoint")
R-Defense-WallTower2-Cannon-HPVTwinAslt	_("Twin HPV Assault Cannon Hardpoint")
R-Defense-WallTower-Cannon-Flak		_("AA Flak Cannon Hardpoint")
R-Defense-WallTower2-Cannon-Shotgun		_("Blunderbuss Hardpoint")
R-Defense-WallTower2-Cannon-Gattling	_("Ripper Cannon Hardpoint")
R-Defense-WallTower3-Cannon-HPVGattling	_("Shredder Cannon Hardpoint")
R-Defense-WallTower3-Cannon-Ramjet		_("Jet-Assisted Cannon Hardpoint")
R-Defense-WallTower2-Cannon-Inc		_("Incendiary Cannon Hardpoint")
R-Defense-WallTower3-Cannon-Plas		_("Thermite Cannon Hardpoint")

R-Defense-WallTower2-EMP-Cannon		_("EMP Cannon Hardpoint")

R-Defense-WallTower4-Flamer-PlasmaCannon	_("Plasma Cannon Hardpoint")

R-Defense-WallTower2-Laser-AP1		_("Light Laser Hardpoint")
R-Defense-WallTower2-Laser-AT1		_("Laser Cannon Hardpoint")
R-Defense-WallTower2-Laser-AP2		_("Heavy Laser Hardpoint")
R-Defense-WallTower2-Laser-AT2		_("Heavy Laser Cannon Hardpoint")
R-Defense-WallTower3-Laser-AP3		_("Flashlight Laser Hardpoint")
R-Defense-WallTower3-Laser-AT3		_("Pulse Laser Cannon Hardpoint")
R-Defense-WallTower3-Laser-AP4		_("Hyperion Laser Hardpoint")
R-Defense-WallTower3-Laser-AT4		_("Heavy Pulse Laser Cannon Hardpoint")
R-Defense-WallTower-Laser-AA			_("Stormbringer AA Laser Hardpoint")
R-Defense-WallTower3-Laser-AA2		_("Tempest AA Laser Hardpoint")
R-Defense-WallTower4-Laser-Plasma		_("Plasma Laser Hardpoint")

R-Defense-WallTower-MG3					_("Heavy Machinegun Hardpoint")
R-Defense-WallTower-MG3Twin				_("Twin Heavy MG Hardpoint")
R-Defense-WallTower2-MG4				_("Assault Gun Hardpoint")
R-Defense-WallTower2-MG5				_("Twin Assault Gun Hardpoint")
R-Defense-WallTower-MG-AntiTank			_("Vulcan Gattling Gun Hardpoint")
R-Defense-WallTower-MG-AntiTankTwin			_("Twin Vulcan Gattling Gun Hardpoint")
R-Defense-WallTower2-MG-AntiTank2			_("Punisher Gattling Gun Hardpoint")
R-Defense-WallTower2-MG-AntiTank2Twin		_("Twin Punisher Gattling Gun Hardpoint")
R-Defense-WallTower-MG-AALgt				_("Tornado AA Gun Hardpoint")
R-Defense-WallTower-MG-AA				_("Hurricane AA Gun Hardpoint")
R-Defense-WallTower2-MG-AA2Lgt			_("Cyclone AA Gun Hardpoint")
R-Defense-WallTower2-MG-AA2				_("Whirlwind AA Gun Hardpoint")
R-Defense-WallTower-MG3Inc				_("Incendiary MG Hardpoint")
R-Defense-WallTower-MG3IncTwin			_("Twin Incendiary MG Hardpoint")
R-Defense-WallTower3-MG4Inc				_("Hellspitter MG Hardpoint")
R-Defense-WallTower3-MG4IncTwin			_("Twin Hellspitter MG Hardpoint")
R-Defense-WallTower3-Railgun-Gattling		_("Leadsprayer Gauss MG Hardpoint")
R-Defense-WallTower3-Railgun-GattlingInc		_("Hellsprayer Gauss MG Hardpoint")
R-Defense-WallTower3-Railgun-GattlingTwin		_("Twin Leadsprayer Hardpoint")
R-Defense-WallTower3-Railgun-GattlingIncTwin	_("Twin Hellsprayer Hardpoint")
R-Defense-WallTower3-Railgun-GattlingAALgt	_("Dust Devil AA Hardpoint")
R-Defense-WallTower3-Railgun-GattlingAA		_("Sandstorm AA Hardpoint")
R-Defense-WallTower3-MG-AntiTankGss			_("Hellfury Gauss Minigun Hardpoint")
R-Defense-WallTower3-MG-AntiTankGssTwin		_("Twin Hellfury Gauss Minigun Hardpoint")
R-Defense-WallTower4-Railgun-Gattling		_("Leadsprayer Hardpoint")
R-Defense-WallTower4-Railgun-GattlingInc		_("Hellsprayer Hardpoint")
R-Defense-WallTower4-Railgun-GattlingAA		_("Sandstorm AA Hardpoint")

R-Defense-WallTower-Railgun-Proto		_("Hardcrete Proto-Railgun Hardpoint")
R-Defense-WallTower2-Railgun-Proto		_("Supercrete Proto-Railgun Hardpoint")
R-Defense-WallTower3-Railgun-Lgt		_("Needlegun Hardpoint")
R-Defense-WallTower3-Railgun-Med		_("Railgun Hardpoint")
R-Defense-WallTower3-Railgun-Hvy		_("Gauss Cannon Hardpoint")
R-Defense-WallTower3-Railgun-Aslt		_("Assault Needlegun Hardpoint")
R-Defense-WallTower3-Railgun-TwinAslt	_("Twin Assault Needlegun Hardpoint")
R-Defense-WallTower3-Railgun-Shotgun	_("Needlegun Hardpoint")
R-Defense-WallTower3-Railgun-Flak		_("Gauss Flak Cannon Hardpoint")
R-Defense-WallTower4-Railgun-GattlingAT	_("Eviscerator Hardpoint")

R-Defense-WallTower-Rocket-AT			_("Lancer Hardpoint")
R-Defense-WallTower2-Rocket-AT2		_("Tank Killer Hardpoint")
R-Defense-WallTower3-Rocket-AT3		_("Scourge Missile Hardpoint")
R-Defense-WallTower-Rocket-ATHvy		_("Heavy Lancer Hardpoint")
R-Defense-WallTower2-Rocket-AT2Hvy		_("Heavy Tank Killer Hardpoint")
R-Defense-WallTower3-Rocket-AT3Hvy		_("Heavy Scourge Missile Hardpoint")
R-Defense-WallTower-Rocket-Pod		_("Minipod Hardpoint")
R-Defense-WallTower2-Rocket-Pod2		_("Assault Pod Hardpoint")
R-Defense-WallTower3-Rocket-Pod3		_("Erinyes Missile Pod Hardpoint")
R-Defense-WallTower-Rocket-PodTwin		_("Twin Minipod Hardpoint")
R-Defense-WallTower2-Rocket-Pod2Twin	_("Twin Assault Pod Hardpoint")
R-Defense-WallTower3-Rocket-Pod3Twin	_("Twin Erinyes Hardpoint")
R-Defense-WallTower-Rocket-PodQuad		_("Quad Minipod Hardpoint")
R-Defense-WallTower2-Rocket-Pod2Quad	_("Quad Assault Pod Hardpoint")
R-Defense-WallTower3-Rocket-Pod3Quad	_("Quad Erinyes Hardpoint")
R-Defense-WallTower4-Rocket-Gattling	_("Rocketstorm Hardpoint")
R-Defense-WallTower-Rocket-Sunburst		_("Sunburst AA Hardpoint")
R-Defense-WallTower3-Rocket-Cherub		_("Cherub AA Hardpoint")
R-Defense-WallTower2-Rocket-SAM		_("Solar Flare SAM Hardpoint")
R-Defense-WallTower2-Rocket-SAMHvy		_("Sunstorm SAM Hardpoint")
R-Defense-WallTower3-Rocket-SAM2		_("Avenger SAM Hardpoint")
R-Defense-WallTower3-Rocket-SAM2Hvy		_("Vindicator SAM Hardpoint")

R-Defense-WallTower3-SpyTurretNEXUS		_("NEXUS Link Hardpoint")

R-Defense-Super-Machinegun			_("Gattling Fortress")
R-Defense-Super-MachinegunPlas		_("Hellspitter Fortress")
R-Defense-Super-RailgunGattling		_("Leadsprayer Fortress")
R-Defense-Super-RailgunGattlingPlas		_("Hellsprayer Fortress")
R-Defense-Super-RailgunGattling2		_("Plasteel Leadsprayer Fortress")
R-Defense-Super-RailgunGattlingPlas2	_("Plasteel Hellsprayer Fortress")
R-Defense-Super-RotCannon			_("Autocannon Fortress")
R-Defense-Super-PlasCannon			_("Thermite Cannon Fortress")
R-Defense-Super-Mortar				_("Mortar Firebase")
R-Defense-Super-MortarPlas			_("Plasmite Mortar Firebase")
R-Defense-Super-MortarRamjet			_("Sureshot Mortar Firebase")
R-Defense-Super-MortarGauss			_("Gauss Mortar Firebase")
R-Defense-Super-MortarGaussPlas		_("Gauss Plasmite Mortar Firebase")
R-Defense-Super-MortarGaussRamjet		_("Longshot Mortar Firebase")
R-Defense-Super-Howitzer			_("Howitzer Firebase")
R-Defense-Super-HowitzerPlas			_("Plasmite Howitzer Firebase")
R-Defense-Super-HowitzerRamjet		_("Sureshot Howitzer Firebase")
R-Defense-Super-HowitzerGauss			_("Gauss Howitzer Firebase")
R-Defense-Super-HowitzerGaussPlas		_("Gauss Plasmite Howitzer Firebase")
R-Defense-Super-HowitzerGaussRamjet		_("Longshot Howitzer Firebase")
R-Defense-Super-MissileArray			_("Missile Array Firebase")
R-Defense-Super-MissileArrayPlas		_("Plasmite Missile Array Firebase")
R-Defense-Super-RotRailgun			_("Gauss Autocannon Fortress")
R-Defense-Super-Laser				_("Laser Fortress")
R-Defense-Super-Laser2				_("Advanced Laser Fortress")
R-Defense-Super-LaserPlasma			_("Plasma Laser Fortress")
R-Defense-Super-FlamerPlasma			_("Plasma Cannon Fortress")
R-Defense-Super-NEXUS				_("NEXUS Link Fortress")
R-Defense-Super-EMP				_("EMP Fortress")

R-Defense-TacticalEMP		_("EMP Satellite Command Post")

R-T1Limiter				_("T1 Limiter")
R-T2Limiter				_("T2 Limiter")

R-NEXUS-Immunity				_("NEXUS Immunity")

//Bodies

Body15LGT			_("Wyrmling")
Body16MED			_("Salamander")
Body17LGT			_("Falcon")
Body18MED			_("Warhawk")
Body19HVY			_("Eagle")
Body20LGT			_("Gladius")
Body21MED			_("Longsword")
Body22HVY			_("Claymore")
Body23SUP			_("Couatl")
Body24SUP			_("Abaddon")
Body25SUP			_("Sabretooth")
Body26SUP			_("Phoenix")
Body27SUP			_("Excalibur")
Body28SUP			_("Nemesis")

//Turrets

Spade1Hvy				_("Heavy Truck")
Spade2Mk1				_("Truck II")
Spade2Hvy				_("Heavy Truck II")
Spade3Mk1				_("Truck III")
Spade3Hvy				_("Heavy Truck III")
Spade4Mk1				_("Truck IV")
Spade4Hvy				_("Heavy Truck IV")

LightRepair2			_("Mobile Repair Turret II")
HeavyRepair2			_("Heavy Repair Turret II")
LightRepair3			_("Mobile Repair Turret III")
HeavyRepair3			_("Heavy Repair Turret III")
LightRepair4			_("Mobile Repair Turret IV")
HeavyRepair4			_("Heavy Repair Turret IV")

RadarDetectorHvy			_("Heavy Radar Detector Turret")

CommandTurret1Hvy			_("Heavy Command Turret")
CommandTurret2Hvy			_("Heavy Command Turret II")
CommandTurret3Hvy			_("Heavy Command Turret III")
CommandTurret4Hvy			_("Heavy Command Turret IV")

CommandBrain02				_("Command Turret II")
CommandBrain03				_("Command Turret III")
CommandBrain04				_("Command Turret IV")

CommandBrainHvy				_("Heavy Command Turret")
CommandBrainHvy2				_("Heavy Command Turret II")
CommandBrainHvy3				_("Heavy Command Turret III")
CommandBrainHvy4				_("Heavy Command Turret IV")

MG3Twin				_("Twin Heavy Machinegun")
MG-AntiTank				_("Vulcan Gattling Gun")
MG-AntiTankTwin			_("Twin Vulcan Gattling Gun")
MG-AntiTank2			_("Punisher Gattling Gun")
MG-AntiTank2Twin			_("Twin Punisher Gattling Gun")
MG-AntiTankGss			_("Hellfury Gauss Minigun")
MG-AntiTankGssTwin		_("Twin Hellfury Gauss Minigun")
MG-AALgt				_("Tornado AA Gun")
MG-AA					_("Hurricane AA Gun")
MG-AA2Lgt				_("Cyclone AA Gun")
MG-AA2				_("Whirlwind AA Gun")
MG3Inc				_("Incendiary Machinegun")
MG3IncTwin				_("Twin Incendiary Machinegun")
MG3Inc-Pillbox			"*Incendiary Machinegun Bunker*"
MG4Inc				_("Hellspitter Machinegun")
MG4IncTwin				_("Twin Hellspitter Machinegun")
MG4Inc-Pillbox			"*Hellspitter Machinegun Bunker*"
Railgun-Gattling			_("Leadsprayer")
Railgun-GattlingTwin		_("Twin Leadsprayer")
Railgun-GattlingInc		_("Hellsprayer")
Railgun-GattlingIncTwin		_("Twin Hellsprayer")
Railgun-GattlingAALgt		_("Dust Devil AA Railgun")
Railgun-GattlingAA		_("Sandstorm AA Railgun")

Cannon-HPVAslt			_("Hyper-Velocity Assault Cannon")
Cannon-HPVLgt			_("Light Hyper-Velocity Cannon")
Cannon-HPVHvy			_("Heavy Hyper-Velocity Cannon")
Cannon-TankDest			_("Fixed-Mounted Heavy Cannon")
Cannon-TankDestLgt		_("Tankbuster Cannon")
Cannon-HPVTankDest		_("Fixed-Mounted Heavy HPV Cannon")
Cannon-HPVTankDestLgt		_("HPV Tankbuster Cannon")
Cannon-HPVTwinAslt		_("Twin HPV Assault Cannon")
Cannon-Shotgun			_("Blunderbuss")
Cannon-Gattling			_("Ripper Cannon")
Cannon-HPVGattling		_("Shredder Cannon")
Cannon-Ramjet			_("Jet-Assisted Cannon")
Cannon-Ramjet-TankDest		_("Fixed-Mounted Jet-Assisted Cannon")
Cannon-Inc				_("Incendiary Cannon")
Cannon-IncTankDest		_("Fixed-Mounted Incendiary Cannon")
Cannon-Plas				_("Thermite Cannon")
Cannon-PlasTankDest		_("Fixed-Mounted Thermite Cannon")

MortarRotPlas			_("Plasmite Pepperpot")
MortarHvyPlas			_("Plasmite Bombard")
Mortar-Ramjet			_("Sureshot Mortar")
Mortar-RamjetRot			_("Sureshot Pepperpot")
Mortar-RamjetHvy			_("Sureshot Bombard")
Mortar-Gauss			_("Gauss Mortar")
Mortar-GaussRot			_("Gauss Pepperpot")
Mortar-GaussHvy			_("Gauss Bombard")
Mortar-GaussInc			_("Gauss Incendiary Mortar")
Mortar-GaussRotPlas		_("Gauss Plasmite Pepperpot")
Mortar-GaussHvyPlas		_("Gauss Plasmite Bombard")
Mortar-GaussRamjet		_("Longshot Mortar")
Mortar-GaussRamjetRot		_("Longshot Pepperpot")
Mortar-GaussRamjetHvy		_("Longshot Bombard")
MortarGattling			_("Gattling Mortar")
MortarGattlingGauss		_("Gauss Gattling Mortar")

HowitzerHvyPlas			_("Heavy Plasmite Howitzer")
HowitzerRotPlas			_("Rotary Plasmite Howitzer")
HowitzerBB				_("Ground Shaker")
HowitzerRamjet			_("Sureshot Howitzer")
HowitzerRamjetHvy			_("Heavy Sureshot Howitzer")
HowitzerRamjetRot			_("Rotary Sureshot Howitzer")
HowitzerGattling			_("Gattling Howitzer")
HowitzerGauss			_("Gauss Howitzer")
HowitzerGaussHvy			_("Heavy Gauss Howitzer")
HowitzerGaussRot			_("Rotary Gauss Howitzer")
HowitzerGaussInc			_("Gauss Incendiary Howitzer")
HowitzerGaussHvyPlas		_("Ragnarok")
HowitzerGaussRotPlas		_("Hellstorm")
HowitzerGaussBB			_("Meteor Launcher")
HowitzerGaussRamjet		_("Longshot Howitzer")
HowitzerGaussRamjetHvy		_("Heavy Longshot Howitzer")
HowitzerGaussRamjetRot		_("Rotary Longshot Howitzer")
HowitzerGattlingGauss		_("Shellstorm")

Rocket-MRLHvy			_("Heavy Mini-Rocket Array")
Rocket-LtA-THvy			_("Heavy Lancer")
Rocket-HvyA-THvy			_("Heavy Tank Killer")
Missile-A-THvy			_("Heavy Scourge Missile")
Missile-LtSAM2			_("Avenger AA Missile")
Missile-HvySAM2			_("Vindicator AA Missile")
Rocket-PodTwin			_("Twin Mini-Rocket Pod")
Rocket-PodQuad			_("Quad Mini-Rocket Pod")
Rocket-Pod2				_("Rocket Assault Pod")
Rocket-Pod2Twin			_("Twin Rocket Assault Pod")
Rocket-Pod2Quad			_("Quad Rocket Assault Pod")
Rocket-Pod3				_("Erinyes Missile Pod")
Rocket-Pod3Twin			_("Twin Erinyes Missile Pod")
Rocket-Pod3Quad			_("Quad Erinyes Missile Pod")
Rocket-BB2				_("Devastator BB Missile")
Rocket-TopAttack			_("Rocket Assault Array")
Rocket-TopAttackHvy		_("Heavy Rocket Assault Array")
Missile-MdArtHvy			_("Heavy Seraph Missile Array")
Rocket-Cherub			_("Cherub AA Array")
Rocket-Gattling			_("Rocketstorm")
Rocket-TopAtkInc			_("Incendiary Rocket Array")
Rocket-TopAtkIncHvy		_("Heavy Incendiary Rocket Array")
Rocket-TopAtkPlas			_("Ifrit Missile Array")
Rocket-TopAtkPlasHvy		_("Heavy Ifrit Missile Array")
Rocket-LasProp-AT			_("Ballista Missile")
Rocket-LasProp-AP			_("Apollo Missile")
Rocket-LasProp-Plas		_("Sunrider Missile")

Railgun-Proto			_("Proto-Railgun")
Railgun-ProtoTankDest		_("Fixed-Mounted Proto-Railgun")
Railgun-GattlingAT		_("Eviscerator")
Railgun-Flak			_("Gauss Flak Cannon")
Railgun-Shotgun			_("Scattershot")
Railgun-Aslt			_("Assault Needlegun")
Railgun-TwinAslt			_("Twin Assault Needlegun")
Railgun-TankDest			_("Fixed-Mounted Gauss Cannon")
Railgun-TankDestLgt		_("Tankbuster Railgun")

Laser-AP1				_("Light Laser")
Laser-AT1				_("Laser Cannon")
Laser-AP2				_("Heavy Laser")
Laser-AT2				_("Heavy Laser Cannon")
Laser-AP3				_("Flashlight Laser")
Laser-AT3				_("Pulse Laser Cannon")
Laser-AP4				_("Hyperion Laser")
Laser-AT4				_("Heavy Pulse Laser Cannon")
Laser-TankDest			_("Fixed-Mounted Laser Cannon")
Laser-TankDestLgt			_("Tankbuster Laser")
Laser-TankDest2			_("Fixed-Mounted Pulse Laser Cannon")
Laser-TankDest2Lgt		_("Tankbuster Pulse Laser")
Laser-AA				_("Stormbringer AA Laser")
Laser-AA2				_("Tempest AA Laser")
Laser-Plasma			_("Plasma Laser")
Laser-Plasma-TankDest		_("Fixed-Mounted Plasma Laser")
Laser-Sonic				_("Sonic Disrupter")
Laser-Sonic-TankDest		_("Fixed-Mounted Sonic Disrupter")

Flame1Med				_("Medium Flamer")
Flame1Hvy				_("Heavy Flamer")
Flame2Med				_("Medium Thermite Flamer")
Flame2Hvy				_("Heavy Thermite Flamer")
PlasmiteFlamerMed			_("Medium Plasmite Flamer")
PlasmiteFlamerHvy			_("Heavy Plasmite Flamer")
Flamer-PlasmaCannon		_("Plasma Cannon")
Flamer-PlasCan-TankDest		_("Fixed-Mounted Plasma Cannon")

TBM-FuelAir				_("Harbinger TBM Launcher")
TBM-Earthquake			_("Hellshaker TBM Launcher")
TBM-Plasmite			_("Armageddon TBM Launcher")
TBM-Precision			_("Oblivion TBM Launcher")

SpyTurret02				_("Hijacker Turret II")
SpyTurret03				_("Hijacker Turret III")
SpyTurretNEXUS			_("NEXUS Link Turret")

//VTOL Turrets

MG-AntiTank-VTOL			_("VTOL Vulcan Gattling Gun")
MG-AntiTank2-VTOL			_("VTOL Punisher Gattling Gun")
MG-AntiTankGss-VTOL		_("VTOL Hellfury Gauss Minigun")
MG-AA-VTOL				_("VTOL Hurricane AA Gun")
MG-AA2-VTOL				_("VTOL Whirlwind AA Gun")
MG3Inc-VTOL				_("VTOL Incendiary Machinegun")
MG4Inc-VTOL				_("VTOL Hellspitter Machinegun")

Cannon-Med-VTOL			_("VTOL Medium Cannon")
Cannon-HPVLgt-VTOL		_("VTOL Light HPV Cannon")
Cannon-HPVAslt-VTOL		_("VTOL HPV Assault Cannon")
Cannon-Shotgun-VTOL		_("VTOL Blunderbuss")

Rocket-VTOL-LtA-THvy		_("VTOL Heavy Lancer")
Rocket-VTOL-HvyA-THvy		_("VTOL Heavy Tank Killer")
Missile-VTOL-ATHvy		_("VTOL Heavy Scourge Missile")
Rocket-VTOL-MRL			_("VTOL Mini-Rocket Array")
Rocket-VTOL-MRLHvy		_("VTOL Heavy Mini-Rocket Array")
Missile-VTOL-MdArt		_("VTOL Seraph Missile Array")
Missile-VTOL-MdArtHvy		_("VTOL Heavy Seraph Missile Array")
Rocket-VTOL-TopAttack		_("VTOL Rocket Assault Array")
Rocket-VTOL-TopAttackHvy	_("VTOL Heavy Rocket Assault Array")
Rocket-VTOL-Pod2			_("VTOL Rocket Assault Pod")
Rocket-VTOL-Pod3			_("VTOL Erinyes Missile Pod")
Rocket-VTOL-BB2			_("VTOL Devastator BB Missile")
Rocket-VTOL-Cherub		_("VTOL Cherub AA Array")
Missile-LtSAM-VTOL		_("VTOL Solar Flare AA Missile")
Missile-LtSAM2-VTOL		_("VTOL Avenger AA Missile")
Missile-HvySAM-VTOL		_("VTOL Sunstorm AA Missile")
Missile-HvySAM2-VTOL		_("VTOL Vindicator AA Missile")
Rocket-VTOL-TopAtkInc		_("VTOL Incendiary Rocket Array")
Rocket-VTOL-TopAtkIncHvy	_("VTOL Heavy Incendiary Rocket Array")
Rocket-VTOL-TopAtkPlas		_("VTOL Ifrit Missile Array")
Rocket-VTOL-TopAtkPlasHvy	_("VTOL Heavy Ifrit Missile Array")

Railgun-Gattling-VTOL		_("VTOL Leadsprayer")
Railgun-GattlingInc-VTOL	_("VTOL Hellsprayer")
Railgun-Shotgun-VTOL		_("VTOL Scattershot")
Railgun-Aslt-VTOL			_("VTOL Assault Needlegun")

Laser-AP1-VTOL			_("VTOL Laser")
Laser-AT1-VTOL			_("VTOL Laser Cannon")
Laser-AP3-VTOL			_("VTOL Flashlight")
Laser-AT3-VTOL			_("VTOL Pulse Laser Cannon")

Bomb-FuelAir			_("VTOL Fuel-Air Bomb")
Bomb-Earthquake			_("VTOL Earthquake Bomb")

//Structure Turrets (Don't worry. None of these silly names should show up in-game, unless you're using cheats of course. :P)

Cannon-Sniper-Bunker		_("Sniper's Favorite Camping Spot")
Railgun-Sniper-Bunker		_("Sniper's Super-Secret Favorite Camping Spot")

MGSuper				_("Sasha's Big Sister")
MGPlasSuper				_("Super Hellspitter")
CannonRotSuper			_("Super Autocannon")
CannonPlasSuper			_("Super Thermite Cannon")
MortarSuper				_("Super Mortar")
MortarPlasSuper			_("Super Plasmite Mortar")
MortarRamjetSuper			_("Super Sureshot Mortar")
MortarGaussSuper			_("Super Gauss Mortar")
MortarGaussPlasSuper		_("Super Gauss Plasmite Mortar")
MortarGaussRamjetSuper		_("Super Longshot Mortar")
